item_code,mysql_item_id,mysql_item_name,parent_current_quantity,parent_available_quantity,oracle_shelves,oracle_stock_shelves,mysql_default_shelves,mysql_nonzero_lot_shelves,mysql_all_shelves,issue
243205,243205,　岩泉ファーム　牛乳アイスモナカ９５ｍｌ,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
244057,244057,　ダッチカカオココアパウダーミッドレッド　２２２４,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
244081,244081,　小山製麺　焼肉専門店　盛岡冷麺３７０ｇ,240,240,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
244501,244501,　竹内製菓　柿の種　サラダ味２３０ｇ,0,0,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
244798,244798,　日清食品　カップヌードル７８ｇ,,,999999|YX0000,,,,,missing_mysql_default
245067,245067,　ギアアンチョビペースト６０ｇ,3,3,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
246756,246756,　ボワロン　冷凍ピューレ　マンゴ１Ｋｇ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
248054,248054,　東洋ナッツ　ヘーゼルパウダー　皮付１Ｋｇ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
248690,248690,　ピュラトス　ショコランテ　ガーデナー　ミルク３９％１Ｋｇ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
249546,249546,　ケロッグ　業務用コーンフレーク３４０ｇ,0,0,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
250039,250039,　大黒屋　酎割うめ１Ｌ,3,3,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
250044,250044,　大黒屋　酎割　青りんご１Ｌ,3,3,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
250048,250048,　大黒屋　酎割カシス１Ｌ,3,3,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
251031,251031,　アサヒ　スタイルバランス　和梨サワー３５０ｍｌ,4,4,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
251040,251040,　アサヒ　ウィルキンソン　タグソバー　レモンジンジャー３５０ｍｌ,24,24,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
251064,251064,　ＡＢインベブ　コロナ　セロ　缶３３０ｍｌ,2,2,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
251094,251094,　アサヒ　スタイルバランス　無糖レモンサワー２００ｍｌ,139,139,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
255034,255034,　サントリー　伊右衛門　特茶　（特保）１Ｌ,,,M07207|Q00000,,,,,missing_mysql_default
260000,260000,部システム ２６０ ,34,34,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
262571,262571,　ブルサン　ガーリック＆ハーブ８０ｇ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
284105,284105,　岡田屋製菓　お徳用えびせんミックス２１０ｇ,4,4,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
284758,284758,　ハートフル畑　切り餅シングルパック１Ｋｇ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
286119,286119,　ＪＡめむろ　十勝産シューストリングポテト８００ｇ,2,2,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
287350,287350,×福井精米　国内産無洗米　紫５Ｋｇ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
287420,287420,　Ｃ＆Ｃ　ライ麦　中挽１Ｋｇ,2,2,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
312103,312103,　サントリー　プレミアムモルツセット　ＢＰＥＳＮ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
322501,322501,　はぐるま会　ゴルフコンペ景品,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
340000,340000,　ハリカ金額管理ギフト（仕入用）,71,71,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
400000,400000,部システム ４００   分類打,1996,1996,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
410049,410049,　箱入りポリ絞り袋　５５ｃｍ　青色,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
410066,410066,　福重　ＣＦ－６０　無地７０巾　ケーキフィル,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
410102,410102,　バキュフレッシュ　替え栓　２個入　１個,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
410109,410109,　クタール　ソムリエナイフ　１個,3,3,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
410152,410152,　プライベートプリザーブ　１ｍｌ,,,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
410225,410225,　まほろば　デコシート　５寸　１０００枚,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
410226,410226,　まほろば　デコサイドシート　１０００枚,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
470000,470000,　部システム４７０（化粧箱）,1048,1048,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
471010,471010,　一本義　７２０ｍｌ　共通カートン１枚,645,645,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
471012,471012,　越の鷹　７２０ｍｌ　共通カートン１枚,12,12,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
471014,471014,　永平寺白龍　７２０ｍｌ共通カートン１枚,454,454,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
471015,471015,　永平寺白龍　１．８Ｌ　１本　共通カートン１枚,40,40,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
471017,471017,　福千歳　７２０ｍｌ　共通カートン１枚,42,42,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
471028,471028,　梵　７２０ｍｌ　共通カートン１枚,334,334,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
471042,471042,　真名鶴　７２０ｍｌ共通カートン１枚,36,36,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
471046,471046,　黒龍　ギフトボックス７２０ｍｌ　１枚,35,35,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
471099,471099,　一本義一本用箱,39,39,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
471100,471100,　一本義二本用箱,40,40,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
631231,631231,　味の素　フレンチドレッシング　白　１Ｌ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
631587,631587,　エスビー　オールスパイスパウダー袋１Ｋｇ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
632659,632659,×永谷園お茶漬海苔　業務用５０袋,2,2,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
712020,712020,　空容器　ビール樽７Ｌ,1,1,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
720001,720001,　空容器（内税）,7,7,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
721001,721001,　空容器　清酒　瓶,228,228,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
722001,722001,　空容器　ビール瓶,20517,20512,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
722003,722003,　空容器　ビ－ルケ－ス（大中）,165,165,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
722009,722009,　空容器　サントリー樽１０Ｌ,12,12,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
722010,722010,　空容器ビ－ル瓶２０＋Ｐ箱（大中）,1233,1228,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
722015,722015,　空容器　ビール小瓶,110,110,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
722017,722017,　空容器　ビール瓶３０＋Ｐ箱（小）　,220,218,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
722018,722018,　空容器　ビールケース（小）,49,49,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
722020,722020,　空容器　ビール樽７Ｌ,216,216,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
722021,722021,　空容器　ビール樽１０Ｌ,1284,1278,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
722022,722022,　空容器　ビール樽１５Ｌ,616,616,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
722023,722023,　空容器　ビール樽１９Ｌ,970,970,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
722024,722024,　空容器　ビール樽２０Ｌ,1484,1484,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
722030,722030,　空容器　ボンベ５Ｋｇ,293,293,,,,Z00,Z00,mysql_location_but_oracle_no_shelf
722031,722031,　空容器　ボンベ　１０Ｋｇ,3,3,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
722035,722035,　空容器ビール樽５Ｌ,88,88,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
722052,722052,　空容器サントリー　樽１５Ｌ,16,16,,,Z00,,Z00,mysql_location_but_oracle_no_shelf
723002,723002,　空容器　ジュース　瓶,11987,11973,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
723006,723006,　空容器　ジュースケース,178,178,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
723010,723010,　空容器　ジュース瓶２４＋Ｐ箱,647,640,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
920000,920000,部システム９２０（お肉）,17536,17536,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
941002,941002,　立力やわらか牛カルビ１Ｋｇ,4,4,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
999002,999002,　システムテスト１,1,1,,,Z00,Z00,Z00,mysql_location_but_oracle_no_shelf
